Date	Well	Jurkat	Target	Stimulus	HLA match	CFSE stained	Count	Cells | %	Single Cells | %	CFSE-A- 7AAD-A+ | %	CFSE-A+ 7AAD-A+ | %	CFSE-A+ 7AAD-A- | %	CFSE-A- 7AAD-A- | %	CFSE-A- 7AAD-A- | #	Jurkats | CD69- CD62L+ | %	Jurkats | CD69+ CD62L+ | %	Jurkats | CD69+ CD62L- | %	Jurkats | CD69- CD62L- | %
2021-04-02	C06	KFJ5	MDA-MB-436	10	N	Y	52539	21.9	98.4	0.93	1.08	1.28	96.7	10963	77.5	5.37	0.84	16.3
2021-04-02	C07	KFJ5	MDA-MB-436	1	N	Y	78809	38.9	98.2	0.58	0.94	1.67	96.8	29135	79.5	6.27	0.71	13.5
2021-04-02	C08	KFJ5	MDA-MB-436	0.1	N	Y	97060	45.1	95.8	0.56	0.95	2.02	96.5	40487	76.6	6.14	0.73	16.6
2021-04-02	C09	KFJ5	MDA-MB-436	0	N	Y	127628	53.7	96.3	0.49	0.78	2.26	96.5	63622	66.9	5.16	0.99	27
2021-04-02	C10	 	MDA-MB-436		N	Y	139664	1.43	83.5	5.33	32.2	31.3	31.2	521	4.8	0.38	0	94.8
2021-04-02	D02	KFJ5		Negative			69951	51.2	96.4	0.75	0.28	0.15	98.8	34126	90.7	2.06	0.18	7.09
2021-04-02	D03	KFJ5		Negative			53817	33.2	98.5	1.06	0.49	0.15	98.3	17299	90.6	1.98	0.21	7.23
2021-04-02	D04	KFJ5		Negative			35179	21.7	99.3	1.37	0.46	0.12	98	7421	80	1.67	0.28	18.1
2021-04-02	D05	KFJ5		Negative			33179	12.9	98.4	2.24	0.98	0.21	96.6	4054	81.4	1.63	0.35	16.7
2021-04-02	D06	KFJ5		aCD3			39088	25.4	99.2	1.65	0.56	0.081	97.7	9624	85.3	2.36	0.55	11.8
2021-04-02	D07	KFJ5		aCD3			34021	17.6	98.7	2.77	0.69	0.12	96.4	5701	80.9	2.63	0.93	15.6
2021-04-02	D08	KFJ5		aCD3			35899	18.6	98.4	2.58	0.76	0.11	96.6	6334	77	3.24	1.82	18
2021-04-02	D09	KFJ5		aCD3			37292	19.3	97.9	2.61	0.78	0.085	96.5	6812	69.8	1.95	1.53	26.7
2021-04-02	D10	 	MDA-MB-436		N	Y	136335	1.1	81.8	9.59	27.8	27.3	35.3	434	7.37	0	0	92.6
2021-04-02	E02	KFJ5	MDA-MB-436	10	N	Y	118424	55.2	96.7	0.49	0.54	1.23	97.7	61752	82.1	4.8	0.55	12.5
2021-04-02	E03	KFJ5	MDA-MB-436	1	N	Y	76728	32.7	97	0.57	0.71	1.64	97.1	23648	80.8	5.69	0.71	12.8
2021-04-02	E04	KFJ5	MDA-MB-436	0.1	N	Y	49271	13.1	97.8	1.09	1.44	1.6	95.9	6050	82.4	5.9	0.66	11
2021-04-02	E05	KFJ5	MDA-MB-436	0	N	Y	56770	15.7	98.1	1.09	1.23	2.3	95.4	8363	81.6	4.95	0.66	12.7
2021-04-02	E06	KFJ5	Karpas-299	10	Y	Y	110913	9.42	95.1	2.7	10.6	27.6	59.1	5872	53.5	7.78	8.57	30.2
2021-04-02	E07	KFJ5	Karpas-299	1	Y	Y	76060	10.3	94.5	2.03	9.85	23.2	64.9	4800	58.9	2.02	1.88	37.2
2021-04-02	E08	KFJ5	Karpas-299	0.1	Y	Y	71408	8.62	96	1.98	8.47	22.6	67	3955	57.3	1.16	1.01	40.5
2021-04-02	E09	KFJ5	Karpas-299	0	Y	Y	67921	7.55	97.3	2.65	9.46	16.9	71	3544	39.5	0.4	1.13	59
2021-04-02	E10	 	Karpas-299		Y	Y	101510	23.6	92.5	1.22	3.93	36.1	58.7	13016	0.75	0	7.68E-03	99.2
2021-04-02	F02	 	Karpas-299	10	Y	Y	67523	37	92.8	0	15.4	84.3	0.33	76	73.7	6.58	2.63	17.1
2021-04-02	F03	 	Karpas-299	1	Y	Y	37953	19.6	90	0	14.2	85	0.83	56	78.6	1.79	1.79	17.9
2021-04-02	F04	 	Karpas-299	0.1	Y	Y	34162	22.6	91.8	0	9.78	89.5	0.68	48	75	0	2.08	22.9
2021-04-02	F05	 	Karpas-299	0	Y	Y	44050	27.9	90.7	0.018	13.4	85.5	1.14	127	72.4	2.36	0.79	24.4
2021-04-02	F06	 	MDA-MB-436	10	N	Y	7871	1.08	96.5	1.22	20.7	32.9	45.1	37	83.8	0	0	16.2
2021-04-02	F07	 	MDA-MB-436	1	N	Y	11404	1.12	92.2	1.69	29.7	32.2	36.4	43	72.1	6.98	2.33	18.6
2021-04-02	F08	 	MDA-MB-436	0.1	N	Y	13932	0.57	94.9	0	30.7	40	29.3	22	81.8	13.6	0	4.55
2021-04-02	F09	 	MDA-MB-436	0	N	Y	12764	0.67	87.2	0	33.3	42.7	24	18	66.7	0	0	33.3
2021-04-02	F10	 	Karpas-299		Y	Y	113683	33.7	91.4	1.15	4.23	31.7	62.9	22015	0.64	9.08E-03	0	99.4
2021-04-02	G02	KFJ5	Karpas-299	10	Y	Y	138482	24	93	1.46	10.9	29.1	58.5	18063	37.9	2.7	6.21	53.2
2021-04-02	G03	KFJ5	Karpas-299	1	Y	Y	95573	30.7	92.6	0.83	10.7	30.2	58.3	15826	54.9	1.5	1.37	42.3
2021-04-02	G04	KFJ5	Karpas-299	0.1	Y	Y	81553	18.2	93.7	1.41	9.84	22.7	66.1	9182	51.1	0.83	0.87	47.2
2021-04-02	G05	KFJ5	Karpas-299	0	Y	Y	73418	18.9	93	1.59	12.3	26.2	59.9	7730	57.6	1.05	0.85	40.5
2021-04-02	G06	KFJ5	MDA-MB-436	10	N	Y	67771	28.5	95.7	1.15	1.08	1.52	96.2	17776	78	4.23	0.83	16.9
2021-04-02	G07	KFJ5	MDA-MB-436	1	N	Y	72869	25.1	96.2	1.06	1.42	2.01	95.5	16826	75.1	3.71	0.84	20.3
2021-04-02	G08	KFJ5	MDA-MB-436	0.1	N	Y	104619	44.4	93.7	0.88	0.9	2.1	96.1	41811	75.2	3.44	0.86	20.5
2021-04-02	G09	KFJ5	MDA-MB-436	0	N	Y	82164	32.3	96.5	0.94	1.08	2.82	95.2	24388	51.7	0.95	0.68	46.7
2021-04-02	G10	 	Karpas-299		Y	Y	118634	29.6	93.2	1.51	4.43	30	64.1	20977	0.48	4.77E-03	4.77E-03	99.5
2021-04-06	B02	 	SU-DHL-1	10	N	Y	27888	5.74	91.1	2.74	56	28.7	12.6	183	29	2.73	0.55	67.8
2021-04-06	B03	 	SU-DHL-1	1	N	Y	25714	6.33	90.2	1.29	53.2	36.2	9.33	137	31.4	2.92	0	65.7
2021-04-06	B04	 	SU-DHL-1	0.1	N	Y	30041	8.38	92.2	1.68	44.9	37.1	16.3	378	52.4	1.32	0.53	45.8
2021-04-06	B05	 	SU-DHL-1	0	N	Y	30017	7.44	90.8	1.38	49.9	38.9	9.81	199	17.6	2.01	0	80.4
2021-04-06	B06	 	Karpas-299	10	Y	Y	58116	44.5	95.7	4.04E-03	48.6	51.2	0.19	47	76.6	0	0	23.4
2021-04-06	B07	 	Karpas-299	1	Y	Y	55914	44.5	95.7	0.013	45.8	53.8	0.39	93	80.6	1.08	0	18.3
2021-04-06	B08	 	Karpas-299	0.1	Y	Y	55195	43.7	95.7	0.043	47	51	2	462	84.2	2.16	0.22	13.4
2021-04-06	B09	 	Karpas-299	0	Y	Y	72230	52.9	93.8	0.3	43.1	54.9	1.63	585	23.9	0.34	0.17	75.6
2021-04-06	B10	 	SU-DHL-1	 	N	N	43567	14.8	81.8	16.7	12	7.72	63.6	3355	1.91	0.24	0	97.9
2021-04-06	C02	KFJ5	Karpas-299	10	Y	Y	233811	59.4	94.9	0.64	19.6	24.6	55.2	72673	47.2	9.83	5.4	37.6
2021-04-06	C03	KFJ5	Karpas-299	1	Y	Y	121337	51.4	97.6	0.63	11	16.4	72	43778	72.3	6.24	2.16	19.3
2021-04-06	C04	KFJ5	Karpas-299	0.1	Y	Y	140069	54.8	97.2	0.38	13	18.8	67.8	50545	74.4	3.14	1.02	21.4
2021-04-06	C05	KFJ5	Karpas-299	0	Y	Y	119159	51.2	97.5	0.52	10.4	14	75.1	44684	77.3	3.2	0.91	18.6
2021-04-06	C06	KFJ5	SU-DHL-1	10	N	Y	119336	44.9	97.4	0.48	3.99	5.58	89.9	46953	72.2	2.18	0.62	25
2021-04-06	C07	KFJ5	SU-DHL-1	1	N	Y	110716	47.3	97.1	0.54	3.09	5.06	91.3	46454	76.7	2.71	0.51	20
2021-04-06	C08	KFJ5	SU-DHL-1	0.1	N	Y	122043	44.6	96.8	0.59	3.69	5.92	89.8	47286	71.7	2.18	0.6	25.6
2021-04-06	C09	KFJ5	SU-DHL-1	0	N	Y	129240	44.9	96.4	0.59	3.3	5.82	90.3	50515	75	1.96	0.42	22.6
2021-04-06	C10	 	SU-DHL-1	 	N	N	41712	10.1	77.7	18	10.2	7.16	64.6	2111	5.5	0.38	0.095	94
2021-04-06	D02	KFJ5	 	Negative	 	NA	109579	78.2	97.4	0.72	0.19	0.1	99	82652	59.9	1.13	0.76	38.2
2021-04-06	D03	KFJ5	 	Negative	 	NA	50755	57.6	98.7	0.88	0.19	0.087	98.8	28529	68.6	1.24	0.61	29.6
2021-04-06	D04	KFJ5	 	Negative	 	NA	47969	52.3	98.7	0.9	0.23	0.069	98.8	24440	62.9	0.83	0.65	35.6
2021-04-06	D05	KFJ5	 	Negative	 	NA	49423	50.6	98.4	1.05	0.2	0.085	98.7	24270	62.8	0.85	0.64	35.7
2021-04-06	D06	KFJ5	 	aCD3	 	NA	44574	47.6	98.8	1.12	0.27	0.076	98.5	20639	68.4	1.47	0.98	29.1
2021-04-06	D07	KFJ5	 	aCD3	 	NA	45583	45.9	98.7	1.12	0.25	0.097	98.5	20339	62.6	1.19	1.41	34.8
2021-04-06	D08	KFJ5	 	aCD3	 	NA	39961	46.7	98.8	1.07	0.22	0.16	98.5	18182	70.3	1.36	0.85	27.5
2021-04-06	D09	KFJ5	 	aCD3	 	NA	45892	44.4	98.8	1.11	0.28	0.11	98.5	19827	69.4	1.21	0.63	28.8
2021-04-06	D10	 	SU-DHL-1	 	N	N	45441	12.1	80.6	15.6	10.8	7.1	66.5	2939	8.61	0.14	0.068	91.2
2021-04-06	E02	KFJ5	SU-DHL-1	10	N	Y	138941	58	94.4	0.68	4.38	6.43	88.5	67280	80.4	2.27	0.59	16.7
2021-04-06	E03	KFJ5	SU-DHL-1	1	N	Y	79030	34.5	97	0.81	3.24	3.67	92.3	24443	82.6	2.01	0.4	15
2021-04-06	E04	KFJ5	SU-DHL-1	0.1	N	Y	58614	19.6	97.4	1.05	4.24	4.17	90.5	10108	74.4	1.21	0.28	24.1
2021-04-06	E05	KFJ5	SU-DHL-1	0	N	Y	71054	19.8	97.9	1.06	4.08	3.3	91.6	12601	75.2	1.56	0.5	22.7
2021-04-06	E06	KFJ5	Karpas-299	10	Y	Y	80691	11.6	97.6	3.14	10.1	13.5	73.3	6712	57.6	13.9	9.48	19.1
2021-04-06	E07	KFJ5	Karpas-299	1	Y	Y	63854	14.4	97.9	2.01	6.21	9.54	82.2	7379	68.4	4.8	3.14	23.6
2021-04-06	E08	KFJ5	Karpas-299	0.1	Y	Y	60948	12.2	98	1.83	6.19	10.4	81.6	5965	74.2	2.15	1.11	22.5
2021-04-06	E09	KFJ5	Karpas-299	0	Y	Y	42224	21.8	94.3	1.51	9.09	12.7	76.7	6648	70.6	1.59	0.62	27.2
2021-04-06	E10	 	Karpas-299	 	Y	N	26234	22.8	95.7	3.61	7.72	17.7	70.9	4071	1.87	0.074	0.049	98
2021-04-06	F02	 	Karpas-299	10	Y	Y	27763	15.2	97.7	0.27	35.2	61.5	3.08	127	52	2.36	9.45	36.2
2021-04-06	F03	 	Karpas-299	1	Y	Y	22035	9.19	97.5	0.051	29.5	68.2	2.23	44	56.8	4.55	2.27	36.4
2021-04-06	F04	 	Karpas-299	0.1	Y	Y	23733	7.96	97.2	0.11	36.5	62.2	1.2	22	59.1	0	4.55	36.4
2021-04-06	F05	 	Karpas-299	0	Y	Y	24471	13.9	96.2	0.03	31.8	67.5	0.61	20	60	5	0	35
2021-04-06	F06	 	SU-DHL-1	10	N	Y	24005	2.41	83.6	3.31	59.7	29.5	7.44	36	22.2	5.56	8.33	63.9
2021-04-06	F07	 	SU-DHL-1	1	N	Y	20172	1.4	90.4	4.31	64.3	21.6	9.8	25	52	0	0	48
2021-04-06	F08	 	SU-DHL-1	0.1	N	Y	22305	1.6	88.5	2.54	59.4	25.1	13	41	36.6	0	0	63.4
2021-04-06	F09	 	SU-DHL-1	0	N	Y	17799	1.92	88.3	2.32	60.3	22.8	14.6	44	27.3	0	0	72.7
2021-04-06	F10	 	Karpas-299	 	Y	N	23849	21.7	95.1	2.62	10.7	21.8	64.9	3189	1.79	0.031	0	98.2
2021-04-06	G02	KFJ5	Karpas-299	10	Y	Y	125102	39.5	93.6	1.36	13.9	16	68.8	31817	52.9	5.93	6.27	34.9
2021-04-06	G03	KFJ5	Karpas-299	1	Y	Y	98469	42.3	94.3	0.75	14.3	17.6	67.3	26459	61.1	3.56	2.45	32.9
2021-04-06	G04	KFJ5	Karpas-299	0.1	Y	Y	62480	23.3	95.4	0.94	10.8	15	73.3	10168	56.4	1.34	1.07	41.2
2021-04-06	G05	KFJ5	Karpas-299	0	Y	Y	58738	24.4	96.1	1.14	11	13.1	74.8	10273	62.1	1.43	0.87	35.6
2021-04-06	G06	KFJ5	SU-DHL-1	10	N	Y	69075	34.2	94.3	0.88	3.16	4.58	91.4	20361	71.6	1.86	0.64	25.9
2021-04-06	G07	KFJ5	SU-DHL-1	1	N	Y	75732	38.1	93.5	0.76	3.86	4.46	90.9	24511	73.6	1.77	0.48	24.2
2021-04-06	G08	KFJ5	SU-DHL-1	0.1	N	Y	75651	22.8	94.9	1.03	6.01	6.08	86.9	14188	70.3	1.34	0.53	27.8
2021-04-06	G09	KFJ5	SU-DHL-1	0	N	Y	77568	38.7	93.9	0.89	3.68	5.05	90.4	25468	70.9	1.42	0.43	27.2
2021-04-06	G10	 	Karpas-299		Y	N	29590	33.6	96.2	3.18	8.75	19.3	68.7	6564	2.18	0.076	0.015	97.7
2021-04-09	B02	 	SK-N-SH	10	N	Y	74984	33.4	62.9	0.032	73	26	0.91	144	79.2	6.25	2.08	12.5
2021-04-09	B03	 	SK-N-SH	1	N	Y	55013	34.4	67.2	0.024	68.8	25.3	5.93	753	81.9	1.73	0.27	16.1
2021-04-09	B04	 	SK-N-SH	0.1	N	Y	37404	31.7	67.2	0	74.3	24.7	0.94	75	84	1.33	0	14.7
2021-04-09	B05	 	SK-N-SH	0	N	Y	53386	27.2	67.2	0.01	74.5	25	0.49	48	81.2	6.25	2.08	10.4
2021-04-09	B06	 	Karpas-299	10	Y	Y	73163	53.8	79.4	6.40E-03	36.3	62.8	0.92	289	84.4	3.11	0	12.5
2021-04-09	B07	 	Karpas-299	1	Y	Y	69365	46.3	80.4	3.87E-03	35.2	64.5	0.24	62	69.4	1.61	0	29
2021-04-09	B08	 	Karpas-299	0.1	Y	Y	63459	45.6	80.4	0.021	35.8	63.8	0.34	80	60	0	0	40
2021-04-09	B09	 	Karpas-299	0	Y	Y	45726	38	77.5	0.067	33.9	65.3	0.72	97	33	0	1.03	66
2021-04-09	B10	 	SK-N-SH	 	N	N	44340	29.4	62.1	5.01	16.2	27.4	51.4	4164	0.94	0.048	0	99
2021-04-09	C02	KFJ5	Karpas-299	10	Y	Y	33364	61.5	92.7	0.22	12.3	29.2	58.4	11090	53.5	7.61	6.71	32.1
2021-04-09	C03	KFJ5	Karpas-299	1	Y	Y	32218	53.7	94	0.22	9.45	23.8	66.6	10819	53.2	1.01	0.8	45
2021-04-09	C04	KFJ5	Karpas-299	0.1	Y	Y	30937	54.1	94.2	0.23	8.88	22.6	68.3	10755	43.8	0.34	0.46	55.4
2021-04-09	C05	KFJ5	Karpas-299	0	Y	Y	24408	69.5	92.1	0.19	8.85	22	69	10788	44.1	0.49	0.43	55
2021-04-09	C06	KFJ5	SK-N-SH	10	N	Y	24207	64	89	0.1	12.9	9.09	77.9	10739	83.3	2.73	0.74	13.2
2021-04-09	C07	KFJ5	SK-N-SH	1	N	Y	24578	60.3	91	0.13	10.8	8.76	80.3	10818	81.3	2.43	0.62	15.6
2021-04-09	C08	KFJ5	SK-N-SH	0.1	N	Y	21802	62.8	92.1	0.24	8.05	6.82	84.9	10707	85.9	2.72	0.52	10.9
2021-04-09	C09	KFJ5	SK-N-SH	0	N	Y	23149	59.1	92.6	0.21	8.09	7.32	84.4	10682	79.5	1.94	0.58	18
2021-04-09	C10	 	SK-N-SH	 	N	N	43506	27.5	61.8	3.98	14.2	33.3	48.6	3585	2.57	0.056	0.056	97.3
2021-04-09	D02	KFJ5	 	Negative	 	 	13200	83.1	95.5	0.29	0.15	0.23	99.3	10399	76.7	0.88	0.2	22.2
2021-04-09	D03	KFJ5	 	Negative	 	 	14900	71.8	97	0.42	0.23	0.17	99.2	10291	72.8	0.75	0.26	26.1
2021-04-09	D04	KFJ5	 	Negative	 	 	14636	74.3	96.2	0.5	0.18	0.28	99	10357	77.7	0.73	0.33	21.2
2021-04-09	D05	KFJ5	 	Negative	 	 	13940	79	96.5	0.42	0.19	0.16	99.2	10544	83.5	0.79	0.26	15.5
2021-04-09	D06	KFJ5	 	aCD3	 	 	13462	82.1	95.8	0.47	0.11	0.31	99.1	10496	74.1	0.76	0.32	24.8
2021-04-09	D07	KFJ5	 	aCD3	 	 	14484	75.7	96.9	0.39	0.15	0.22	99.2	10553	75.5	0.64	0.38	23.4
2021-04-09	D08	KFJ5	 	aCD3	 	 	14800	74.2	96.3	0.57	0.25	0.3	98.9	10454	72.9	0.68	0.28	26.1
2021-04-09	D09	KFJ5	 	aCD3	 	 	15761	68.6	97.6	0.4	0.31	0.076	99.2	10474	74.8	0.49	0.26	24.4
2021-04-09	D10	 	SK-N-SH	 	N	N	41132	25.4	64.3	2.55	12.2	38.4	46.8	3145	2.83	0.095	0.032	97
2021-04-09	E02	KFJ5	SK-N-SH	10	N	Y	21549	66.1	89.4	0.13	9.56	8.05	82.3	10479	84.5	2	0.75	12.7
2021-04-09	E03	KFJ5	SK-N-SH	1	N	Y	35290	36.7	94.6	0.24	8.01	7.82	83.9	10288	83.8	2.39	0.66	13.2
2021-04-09	E04	KFJ5	SK-N-SH	0.1	N	Y	27797	47.6	92.6	0.25	7.69	7.2	84.9	10388	84.6	1.99	0.59	12.9
2021-04-09	E05	KFJ5	SK-N-SH	0	N	Y	26040	50.5	92.6	0.21	7.35	6.42	86	10469	85.6	2.5	0.56	11.4
2021-04-09	E06	KFJ5	Karpas-299	10	Y	Y	44334	52.9	88	0.15	16.2	30.8	52.9	10913	54.8	7.15	7.14	30.9
2021-04-09	E07	KFJ5	Karpas-299	1	Y	Y	36951	55.6	86.8	0.27	13.2	26.3	60.2	10744	71	1.04	0.49	27.4
2021-04-09	E08	KFJ5	Karpas-299	0.1	Y	Y	41311	43.2	91.2	0.37	11.3	22.7	65.6	10688	69.4	0.68	0.41	29.5
2021-04-09	E09	KFJ5	Karpas-299	0	Y	Y	29228	47.9	93.4	0.47	4.73	14.1	80.7	10571	68.4	0.52	0.33	30.7
2021-04-09	E10	 	Karpas-299	 	Y	N	42394	64.8	88.1	0.36	1.22	25.1	73.3	17753	0.99	0	0.011	99
2021-04-09	F02	 	Karpas-299	10	Y	Y	89522	54.2	81.5	7.58E-03	37.7	61.8	0.51	202	59.4	1.98	0.99	37.6
2021-04-09	F03	 	Karpas-299	1	Y	Y	77330	52.1	82.9	2.99E-03	35.2	64.5	0.23	78	47.4	1.28	1.28	50
2021-04-09	F04	 	Karpas-299	0.1	Y	Y	40301	24.7	82.7	0.036	30.6	69.1	0.22	18	44.4	0	0	55.6
2021-04-09	F05	 	Karpas-299	0	Y	Y	25032	28.2	83.3	0.034	26.7	72.8	0.46	27	63	0	0	37
2021-04-09	F06	 	SK-N-SH	10	N	Y	54745	23.5	65.2	0	79.1	20.3	0.56	47	72.3	2.13	2.13	23.4
2021-04-09	F07	 	SK-N-SH	1	N	Y	56604	27.3	64.7	0.02	78	19.8	2.18	217	71	0.46	0	28.6
2021-04-09	F08	 	SK-N-SH	0.1	N	Y	33610	23.3	64.6	0	78.2	21.2	0.55	28	60.7	0	0	39.3
2021-04-09	F09	 	SK-N-SH	0	N	Y	47639	22.4	71.3	0.24	61.1	23.8	14.8	1132	9.28	0.27	0.27	90.2
2021-04-09	F10	 	Karpas-299	 	Y	N	48221	65.3	85.8	0.24	1.44	29.1	69.2	18680	0.62	5.35E-03	5.35E-03	99.4
2021-04-09	G02	KFJ5	Karpas-299	10	Y	Y	27474	64.6	88.9	0.25	10.9	23.2	65.6	10343	30.9	1.92	6.05	61.2
2021-04-09	G03	KFJ5	Karpas-299	1	Y	Y	23868	69.7	90	0.24	10.6	20.6	68.6	10280	43.1	0.37	0.71	55.8
2021-04-09	G04	KFJ5	Karpas-299	0.1	Y	Y	41405	43.3	88.6	0.36	11.7	23.1	64.8	10305	36.8	0.2	0.37	62.6
2021-04-09	G05	KFJ5	Karpas-299	0	Y	Y	36900	45.3	88.6	0.34	9.24	21.3	69.2	10230	43	0.27	0.39	56.3
2021-04-09	G06	KFJ5	SK-N-SH	10	N	Y	22208	63.8	87.1	0.16	9.04	7.48	83.3	10280	73.5	1.37	0.82	24.3
2021-04-09	G07	KFJ5	SK-N-SH	1	N	Y	20270	67.5	88.2	0.21	7.9	7.28	84.6	10221	68.1	1.22	0.64	30.1
2021-04-09	G08	KFJ5	SK-N-SH	0.1	N	Y	21651	60.2	90.2	0.31	6.76	6.13	86.8	10200	71.4	1.26	0.64	26.7
2021-04-09	G09	KFJ5	SK-N-SH	0	N	Y	46827	24.5	92.8	0.48	6.45	6.87	86.2	9178	64.1	1.15	0.65	34.1
2021-04-09	G10	 	Karpas-299	 	Y	N	49558	64.4	85.9	0.24	1.34	28.7	69.7	19097	0.69	5.24E-03	5.24E-03	99.3
